Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Titel.1,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km
"Bad Ragaz, Ortsgesamtansicht",Blick auf Bad Ragaz von Norden,47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8367-B_pctmp.jpg,circa 1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750587,"Bad Ragaz, Ortsgesamtansicht",Blick auf Bad Ragaz von Norden,1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Pfäfers, Taminaschlucht, Taminaschlucht","Blick auf eine Strasse, die neben der Tamina entlang führt",46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8368-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750631,"Pfäfers, Taminaschlucht","Blick auf eine Strasse, die neben der Tamina entlang führt",1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9730817,9.4879314,4,False,1,2.22
"Pfäfers, Taminaschlucht, Taminaschlucht","Blick auf den Eingangsbereich der Schlucht mit Gallerie, auf der drei Männer stehen",46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8369-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750682,"Pfäfers, Taminaschlucht","Blick auf den Eingangsbereich der Schlucht mit Gallerie, auf der drei Männer stehen",1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9730817,9.4879314,4,False,1,2.22
"Pfäfers, Taminaschlucht, Taminaschlucht",Blick auf einen Teilabschnitt der Taminaschlucht,46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8370-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750742,"Pfäfers, Taminaschlucht",Blick auf einen Teilabschnitt der Taminaschlucht,1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9730817,9.4879314,4,False,1,2.22
"Pfäfers, Taminaschlucht, Taminaschlucht",Blick auf einen Wasserfall in der Taminaschlucht,46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8371-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M144750813,"Pfäfers, Taminaschlucht",Blick auf einen Wasserfall in der Taminaschlucht,1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9730817,9.4879314,4,False,1,2.22
"St. Moritz, Ortsteilansicht",Gesamtansicht mit Dorf und die Languardkette.,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8374-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M144750865,"St. Moritz, Ortsteilansicht",Gesamtansicht mit Dorf und die Languardkette.,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Ortsteilansicht","Gesamtansicht mit Innfall, See, Hotel Bahnhof, Grand Hotel, St. Moritz Bad und Piz Margna",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8375-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M144750925,"St. Moritz, Ortsteilansicht","Gesamtansicht mit Innfall, See, Hotel Bahnhof, Grand Hotel, St. Moritz Bad und Piz Margna",1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz-Bad, Ortsgesamtansicht",Sicht auf St. Moritz-Bad und Piz Margua,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8376-B_pctmp.jpg,1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144750971,"St. Moritz-Bad, Ortsgesamtansicht",Sicht auf St. Moritz-Bad und Piz Margua,1905,,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Meierei, Gesamtaussenansicht",Umgebung der Meierei mit Bergkette im Hintergrund,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8383-B_pctmp.jpg,1908,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M144751081,"St. Moritz, Meierei, Gesamtaussenansicht",Umgebung der Meierei mit Bergkette im Hintergrund,1908,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,St. Moritz,46.4952613,9.8601884,4,False,1,1.63
"Champfèr, Ortsteilansicht",Blick auf Unteralpina / Champfèr ; Champfèrsee und Bergkette im Hintergrund,46.4778216,9.8122415,Nein,Champfèr,lcmt-nabi-pctmp_ead_wehr_8386-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M144751166,"Champfèr, Ortsteilansicht",Blick auf Unteralpina / Champfèr ; Champfèrsee und Bergkette im Hintergrund,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Champfèr,46.47635,9.81002,3,True,0,0.24
"Maloja, Hotel Maloja Palace, Teilaussenansicht","Blick von einer Anhöhe auf die Westfassade des Hotels Maloja Palace (ehem. Hotel Kursaal) von Architekt Jules Rue (1882-1884), im Hintergrund Silsersee und Piz Rosatsch, Ansicht gegen Osten",46.4910721,9.8865704,Nein,Maloja,lcmt-nabi-pctmp_ead_wehr_8387-B_pctmp.jpg,1908,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145040013,"Maloja, Hotel Maloja Palace","Blick von einer Anhöhe auf die Westfassade des Hotels Maloja Palace (ehem. Hotel Kursaal) von Architekt Jules Rue (1882-1884), im Hintergrund Silsersee und Piz Rosatsch, Ansicht gegen Osten",1908,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Maloja,46.4059478,9.6996228,4,False,1,17.17
"Bad Ragaz, Ortsteilansicht","Blick auf Hof Ragaz und Tamina, im Hintergrund der Falknis",47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8388-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039951,"Bad Ragaz, Ortsteilansicht","Blick auf Hof Ragaz und Tamina, im Hintergrund der Falknis",1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Ortsteilansicht","Bad Ragaz, Blick auf Quellenhof und Hof-Ragaz, im Vordergrund Tamina",47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8389-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039896,"Bad Ragaz, Ortsteilansicht","Bad Ragaz, Blick auf Quellenhof und Hof-Ragaz, im Vordergrund Tamina",1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Ortsgesamtansicht","Blick auf Bad Ragaz hinunter, im Hintergrund der Falknis",47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8391-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039845,"Bad Ragaz, Ortsgesamtansicht","Blick auf Bad Ragaz hinunter, im Hintergrund der Falknis",1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Ortsteilansicht","Bad Ragaz, Dorfpartie, Dorfstrasse mit Pferdekutschen und Fussgängerinnen und Fussgängern",47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8392-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039769,"Bad Ragaz, Ortsteilansicht","Bad Ragaz, Dorfpartie, Dorfstrasse mit Pferdekutschen und Fussgängerinnen und Fussgängern",1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Kursaal im Kurgarten, Teilaussenansicht","Ansicht des Kursaals im Kurgarten Bad Ragaz, Kurgäste auf der Terrasse",47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8393-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039722,"Bad Ragaz, Kursaal im Kurgarten","Ansicht des Kursaals im Kurgarten Bad Ragaz, Kurgäste auf der Terrasse",1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Kurgarten, Landschaft",Ansicht des Seeufers im Kurgarten von Bad Ragaz,47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8394-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039684,"Bad Ragaz, Kurgarten, Landschaft",Ansicht des Seeufers im Kurgarten von Bad Ragaz,1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Bad Ragaz, Kurgarten, Landschaft",Ansicht des Sees im Kurgarten von Bad Ragaz,47.0025282,9.5016438,Nein,Bad Ragaz,lcmt-nabi-pctmp_ead_wehr_8395-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039616,"Bad Ragaz, Kurgarten, Landschaft",Ansicht des Sees im Kurgarten von Bad Ragaz,1905,Artur Wehrli (1876-1915),,Switzerland,Kanton St. Gallen,Bad Ragaz,47.00601,9.50266,3,True,0,0.39
"Pfäfers, Kirche Sankt Maria Assumpta, Gesamtaussenansicht",Blick auf die ehemalige Klosterkirche in Pfäfers,,,Nein,Pfäfels,lcmt-nabi-pctmp_ead_wehr_8396-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039534,"Pfäfers, Kirche Sankt Maria Assumpta",Blick auf die ehemalige Klosterkirche in Pfäfers,1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfels,,,0,False,0,
"Pfäfers, Bad Pfäfers, Gesamtaussenansicht",Blick auf das Bad Pfäfers,46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8398-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039449,"Pfäfers, Bad Pfäfers, Gesamtaussenansicht",Blick auf das Bad Pfäfers,1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9741858,9.4877065,4,False,1,2.12
"Pfäfers, Taminaschlucht, Taminaschlucht",Blick auf den Eingangsbereich der Taminaschlucht mit Fussweg,46.9908765,9.5012318,Nein,Pfäfers,lcmt-nabi-pctmp_ead_wehr_8399-B_pctmp.jpg,1905,,helveticarchives.org,Artur Wehrli (1876-1915),https://commons.wikimedia.org/entity/M145039413,"Pfäfers, Taminaschlucht",Blick auf den Eingangsbereich der Taminaschlucht mit Fussweg,1905,Artur Wehrli (1876-1915),,Switzerland,,Pfäfers,46.9730817,9.4879314,4,False,1,2.22
"Fürstenland, Frau in St. Galler Tracht, Gesamtansicht",Rückenansicht einer jungen St. Gallerin in Tracht aus dem Fürstenland,47.4097016,9.3331524,Nein,Fürstenland,lcmt-nabi-pctmp_ead_wehr_84-B_pctmp.jpg,circa 1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M144276655,"Fürstenland, Frau in St. Galler Tracht",Rückenansicht einer jungen St. Gallerin in Tracht aus dem Fürstenland,1905,,,Switzerland,,Fürstenland,47.4105199,9.3363873,2,True,1,0.26
"Silvaplana, Ortsgesamtansicht",Silvaplana und Piz da la Margna,46.4599334,9.7959165,Nein,Silvaplana,lcmt-nabi-pctmp_ead_wehr_8408-B_pctmp.jpg,circa 1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145039382,"Silvaplana, Ortsgesamtansicht",Silvaplana und Piz da la Margna,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Silvaplana,46.4581,9.79514,3,True,0,0.21
"St. Moritz, Poststrasse, Landschaft",Blick entlang der Poststrasse bei St. Moritz gegen den Piz Julier,46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8412-B_pctmp.jpg,1906,,helveticarchives.org,Creator:Bruno Wehrli,https://commons.wikimedia.org/entity/M145039310,"St. Moritz, Poststrasse, Landschaft",Blick entlang der Poststrasse bei St. Moritz gegen den Piz Julier,1906,Bruno Wehrli,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Englische Kirche, Teilaussenansicht","Teilaussenansicht der englischen Kirche mit Wagen auf Strasse, im Hintergrund Bergkette",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8413-B_pctmp.jpg,1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M145039260,"St. Moritz, Englische Kirche","Teilaussenansicht der englischen Kirche mit Wagen auf Strasse, im Hintergrund Bergkette",1905,,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz-Bad, Umgebung, Landschaft","Sicht auf die Umgebung vom St. Moritz-Bad, Partie am Inn",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8414-B_pctmp.jpg,1906,,helveticarchives.org,Creator:Bruno Wehrli,https://commons.wikimedia.org/entity/M145039193,"St. Moritz-Bad, Umgebung, Landschaft","Sicht auf die Umgebung vom St. Moritz-Bad, Partie am Inn",1906,Bruno Wehrli,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"St. Moritz, Dorf und Bad, Ortsgesamtansicht","Sicht auf St. Moritz mit Piz Surley, Corvatsch und Margua",46.4978958,9.8392428,Nein,St. Moritz,lcmt-nabi-pctmp_ead_wehr_8415-B_pctmp.jpg,1905,,helveticarchives.org,unknown|photographer,https://commons.wikimedia.org/entity/M145039164,"St. Moritz, Dorf und Bad, Ortsgesamtansicht","Sicht auf St. Moritz mit Piz Surley, Corvatsch und Margua",1905,,,Switzerland,Kanton Graubünden,St. Moritz,46.49937,9.84327,3,True,0,0.35
"Pontresina, Ortsgesamtansicht",Blick auf Pontresina und das Val Roseg,46.489993,9.9042965,Nein,Pontresina,lcmt-nabi-pctmp_ead_wehr_8421-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145039102,"Pontresina, Ortsgesamtansicht",Blick auf Pontresina und das Val Roseg,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Pontresina,46.4955,9.90126,3,True,0,0.65
"Val Roseg, Landschaft",Alphütten im Val Roseg,46.4376228,9.8662678,Nein,Val Roseg,lcmt-nabi-pctmp_ead_wehr_8422-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145039033,"Val Roseg, Landschaft",Alphütten im Val Roseg,1905,Harry Wehrli (1869-1906),,Switzerland,,Val Roseg,46.4376228,9.8662678,4,False,1,0.0
"Val Roseg, Landschaft",Val Roseg mit dem Roseg-Gletscher,46.4376228,9.8662678,Nein,Val Roseg,lcmt-nabi-pctmp_ead_wehr_8423-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038985,"Val Roseg, Landschaft",Val Roseg mit dem Roseg-Gletscher,1905,Harry Wehrli (1869-1906),,Switzerland,,Val Roseg,46.4376228,9.8662678,4,False,1,0.0
"Val Roseg, Landschaft",Val Roseg mit dem Roseg-Gletscher,46.4376228,9.8662678,Nein,Val Roseg,lcmt-nabi-pctmp_ead_wehr_8425-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038942,"Val Roseg, Landschaft",Val Roseg mit dem Roseg-Gletscher,1905,Harry Wehrli (1869-1906),,Switzerland,,Val Roseg,46.4376228,9.8662678,4,False,1,0.0
"Val Morteratsch, Landschaft",Blick von einer Strasse im Val Morteratsch auf den Piz Bernina,,,Nein,Val Morteratsch,lcmt-nabi-pctmp_ead_wehr_8429-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038908,"Val Morteratsch, Landschaft",Blick von einer Strasse im Val Morteratsch auf den Piz Bernina,1905,Harry Wehrli (1869-1906),,Switzerland,,Val Morteratsch,,,0,False,0,
"Morteratschgletscher, Landschaft",Ansicht des Morteratschgletschers,46.4507365,9.940432,Nein,Morteratsch,lcmt-nabi-pctmp_ead_wehr_8431-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038873,"Morteratschgletscher, Landschaft",Ansicht des Morteratschgletschers,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Morteratsch,46.3957204,9.9251974,4,False,1,6.23
"Chünetta, Landschaft",Blick vom Chünetta auf die Berninagruppe und den Bellavista,46.4456301,9.9362242,Nein,Chünetta,lcmt-nabi-pctmp_ead_wehr_8434-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038831,"Chünetta, Landschaft",Blick vom Chünetta auf die Berninagruppe und den Bellavista,1905,Harry Wehrli (1869-1906),,Switzerland,,Chünetta,46.4444834,9.9358058,4,False,1,0.13
"Berninapass, Fischerhütten, Gesamtaussenansicht",Fischerhütten beim Bernina-Hospiz,46.4109262,10.0276199,Nein,Berninapass,lcmt-nabi-pctmp_ead_wehr_8435-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038791,"Berninapass, Fischerhütten",Fischerhütten beim Bernina-Hospiz,1905,Harry Wehrli (1869-1906),,Switzerland,,Berninapass,46.41516,10.01029,5,False,0,1.41
"Val da Fain, Landschaft",Blick über das Heutal in Richtung Diavolezza und Piz Palü. An der Strasse ein Verpflegungsstad und Pferdekutschen,46.4656098,10.0133502,Nein,Val da Fain,lcmt-nabi-pctmp_ead_wehr_8437-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038760,"Val da Fain, Landschaft",Blick über das Heutal in Richtung Diavolezza und Piz Palü. An der Strasse ein Verpflegungsstad und Pferdekutschen,1905,Harry Wehrli (1869-1906),,Switzerland,,Val da Fain,46.4656098,10.0133502,4,False,1,0.0
"Morteratschgletscher, Landschaft","Die Berninastrasse mit Pferdekutsche im Vordergrund, dahinter Blick auf den Morteratschgletscher",46.4507365,9.940432,Nein,Morteratsch,lcmt-nabi-pctmp_ead_wehr_8438-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038671,"Morteratschgletscher, Berninastrasse","Die Berninastrasse mit Pferdekutsche im Vordergrund, dahinter Blick auf den Morteratschgletscher",1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Morteratsch,46.3957204,9.9251974,4,False,1,6.23
"Berninastrasse, Morteratschgletscher, Landschaft","Berninastrasse mit Pferdekutsche, Blick auf den Morteratschgletscher.",46.489993,9.9042965,Nein,Pontresina,lcmt-nabi-pctmp_ead_wehr_8440-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038634,"Berninastrasse, Morteratschgletscher","Berninastrasse mit Pferdekutsche, Blick auf den Morteratschgletscher.",1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Pontresina,46.4955,9.90126,3,True,0,0.65
"Berninapass, Hospiz, Gesamtaussenansicht",Bernina-Hospiz und Piz Cambrena,46.4109262,10.0276199,Nein,Berninapass,lcmt-nabi-pctmp_ead_wehr_8441-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038599,"Berninapass, Hospiz, Gesamtaussenansicht",Bernina-Hospiz und Piz Cambrena,1905,Harry Wehrli (1869-1906),,Switzerland,,Berninapass,46.4109262,10.0276199,2,True,1,0.0
"Cavaglia, Landschaft",Blick von der Alp Grüm aus auf die Cavaglia-Ebene,45.4077339,8.0934286,Nein,Cavaglia,lcmt-nabi-pctmp_ead_wehr_8442-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038568,"Cavaglia, Landschaft",Blick von der Alp Grüm aus auf die Cavaglia-Ebene,1905,Harry Wehrli (1869-1906),,Switzerland,Piemonte,Cavaglia,45.4,8.0833,5,False,0,1.17
"Alp Grüm, Landschaft",Blick von der Alp Grüm auf den Palügletscher,46.3745132,10.0312223,Nein,Alp Grüm,lcmt-nabi-pctmp_ead_wehr_8443-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038531,"Alp Grüm, Landschaft",Blick von der Alp Grüm auf den Palügletscher,1905,Harry Wehrli (1869-1906),,Switzerland,,Alp Grüm,46.3746,10.0313,5,False,0,0.01
"Zuoz, Ortsteilansicht",Zuoz mit S-chanf und Piz d'Esan im Hintergrund,46.6012885,9.9608039,Nein,Zuoz,lcmt-nabi-pctmp_ead_wehr_8444-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038488,"Zuoz, Ortsteilansicht",Zuoz mit S-chanf und Piz d'Esan im Hintergrund,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Zuoz,46.60206,9.95965,3,True,0,0.12
"Zuoz, Ortsteilansicht","Zuoz mit dem Institut 'Engiadina', dahinter S-chanf und der Piz d'Esan",46.6012885,9.9608039,Nein,Zuoz,lcmt-nabi-pctmp_ead_wehr_8445-B_pctmp.jpg,1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038462,"Zuoz, Ortsteilansicht","Zuoz mit dem Institut 'Engiadina', dahinter S-chanf und der Piz d'Esan",1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Zuoz,46.60206,9.95965,3,True,0,0.12
"Celerina, Reformierte Kirche San Gian, Gesamtaussenansicht",Blick zum Eingangsportal der Kirche mit den beiden Türmen,46.5132296,9.8586248,Nein,Celerina,lcmt-nabi-pctmp_ead_wehr_8446-B_pctmp.jpg,circa 1905,,helveticarchives.org,Harry Wehrli (1869-1906),https://commons.wikimedia.org/entity/M145038434,"Celerina, Reformierte Kirche San Gian",Blick zum Eingangsportal der Kirche mit den beiden Türmen,1905,Harry Wehrli (1869-1906),,Switzerland,Kanton Graubünden,Celerina,46.5136911,9.8697693,4,False,1,0.85
"Sertigpass, Panorama",Blick vom Sertigpass gegen die Keschgruppe,46.6808438,9.8844337,Nein,Sertigpass,lcmt-nabi-pctmp_ead_wehr_8466-B_pctmp.jpg,1905,,helveticarchives.org,Emil Meerkämper,https://commons.wikimedia.org/entity/M145038399,"Sertigpass, Panorama",Blick vom Sertigpass gegen die Keschgruppe,1905,Emil Meerkämper,,Switzerland,,Sertigpass,46.68087,9.88439,5,False,0,0.0
"Davos, Alphütten, Gesamtaussenansicht",Zwei schneebedeckte Alphütten am Davosersee,46.8065596,9.8381801,Nein,Davos Dorf,lcmt-nabi-pctmp_ead_wehr_8467-B_pctmp.jpg,circa 1908,,helveticarchives.org,Emil Meerkämper,https://commons.wikimedia.org/entity/M145038358,"Davos, Alphütten",Zwei schneebedeckte Alphütten am Davosersee,1908,Emil Meerkämper,,Switzerland,Kanton Graubünden,Davos Dorf,46.80826,9.83929,3,True,0,0.21
